title,n_enrolled,course_type,institution,instructors,Level,subject,language,course_length_weeks,  price  ,Average_Course_effort_per_week
Aprendizaje autom√°tico y ciencia de datos,13994,Self-paced on your time,Universitat Polit√®cnica de Valencia,Jos√© Hern√°ndez-Orallo-Mar√≠a Jos√© Ram√≠rez Quintana-Fernando Mart√≠nez Plumed,Intermediate,Computer Science,English,5,  £50.00  ,4.5
Aprende a dise√±ar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de C√≥rdoba,Equipo Campus Virtual,Introductory,Biology & Life Sciences,English,4,  £29.00  ,1.5
Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Kelsey Pruss,Introductory,Medicine,English,3,  £199.00  ,7.5
Applied Scrum for Agile Project Management,55293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,4,  £199.00  ,2.5
Applied Deep Learning Capstone Project,8429,Self-paced on your time,IBM,Joseph Santarcangelo,Advanced,Data Analysis & Statistics,English,5,  £99.00  ,3
Apnea y Trastornos del Sue√±o,14902,Self-paced on your time,Pontificia Universidad Javeriana,Felipe Uriza-Liliana Otero M.,Introductory,Health & Safety,English,10,  £49.00  ,9.5
An√°lisis estad√≠stico con Excel,22717,Self-paced on your time,Universidad Galileo,Samuel Reyes G√≥mez,Introductory,Data Analysis & Statistics,English,4,  £49.00  ,4
An√°lisis e interpretaci√≥n de informaci√≥n econ√≥mica y financiera,5891,Self-paced on your time,Pontificia Universidad Javeriana,Gregorio Gandini,Intermediate,Economics & Finance,English,5,  £49.00  ,7
An√°lisis de datos: Dise√±o y Visualizaci√≥n de Tableros,18368,Self-paced on your time,Delft University of Technology,Felienne Hermans,Intermediate,Computer Science,English,8,  £49.00  ,5
An√°lisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Samuel Reyes G√≥mez,Introductory,Data Analysis & Statistics,English,5,  £49.00  ,4.5
Anthropology of Current World Issues,44821,Instructor-led on a course schedule,The University of Queensland,Gerhard Hoffstaedter-David Trigger-Anna Cristina Pertierra-Annie Ross,Introductory,Humanities,English,9,  £99.00  ,3
Animation and CGI Motion,36827,Instructor-led on a course schedule,Columbia University,Eitan Grinspun,Advanced,Computer Science,English,12,  £249.00  ,9
Android: Introducci√≥n a la Programaci√≥n,85786,Self-paced on your time,Universitat Polit√®cnica de Valencia,Jes√∫s Tom√°s Giron√©s,Introductory,Computer Science,English,10,  £50.00  ,4.5
Ancient Masterpieces of World Literature,48899,Self-paced on your time,Harvard University,David Damrosch-Martin Puchner,Introductory,Literature,English,6,  £99.00  ,4.5
AnatomyX: Musculoskeletal Cases,102075,Self-paced on your time,Harvard University,"Trudy Van Houten-Michael Parker-Alexander Bick, M.D., Ph.D.",Intermediate,Medicine,English,7,  £99.00  ,4.5
Anatomy: Musculoskeletal and Integumentary Systems,51969,Self-paced on your time,The University of Michigan,Kathleen Alsup,Introductory,Biology & Life Sciences,English,4,  £49.00  ,2.5
Anatomy: Human Neuroanatomy,49319,Self-paced on your time,The University of Michigan,Kelli A. Sullivan,Introductory,Biology & Life Sciences,English,8,  £49.00  ,3.5
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",26453,Self-paced on your time,The University of Michigan,Kathleen Alsup-Glenn M. Fox-Kelli A. Sullivan,Introductory,Biology & Life Sciences,English,5,  £49.00  ,2.5
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,Glenn M. Fox,Introductory,Biology & Life Sciences,English,4,  £49.00  ,2.5
Analyzing and Visualizing Data with Power BI,28879,Self-paced on your time,Davidson College,Pete Benbow,Introductory,Data Analysis & Statistics,English,4,  £99.00  ,15
Analyzing Data with Python,94079,Self-paced on your time,IBM,Joseph Santarcangelo,Introductory,Data Analysis & Statistics,English,5,  £39.00  ,3
Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,,Intermediate,Business & Management,English,12,  £249.00  ,9
Analytics for Decision Making,31031,Self-paced on your time,Babson College,Rick Cleary-Nathan Karst-Davit Khachatryan-George Recck,Introductory,Business & Management,English,4,  £249.00  ,5
Analysis of Transport Phenomena I: Mathematical Methods,9169,Instructor-led on a course schedule,Massachusetts Institute of Technology,Martin Bazant,Advanced,Engineering,English,17,  £149.00  ,11
"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",0,Self-paced on your time,Stanford University,Clayborne Carson,Introductory,History,English,11,  £50.00  ,3
American Government: Constitutional Foundations,35504,Self-paced on your time,Harvard University,Thomas E. Patterson,Introductory,Social Sciences,English,4,  £49.00  ,3
Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Self-paced on your time,Amazon Web Services,Russell Sayers-Asim Jalis-Carl Leonard,Intermediate,Computer Science,English,4,  £99.00  ,3
Alzheimer‚Äôs Disease & Dementia Care,5763,Self-paced on your time,Salisbury University-University System of Maryland,Mary DiBartolo,Intermediate,Medicine,English,5,  £49.00  ,2.5
Alianzas: un veh√≠culo para lograr el desarrollo sostenible,17554,Self-paced on your time,Inter-American Development Bank,Bernardo Guillam√≥n-Mat√≠as Bendersky-Mar√≠a Cort√©s Puch-Guido Schmidt-Traub,Introductory,Social Sciences,English,10,  £25.00  ,3.5
"Algorithms: Design and Analysis, Part 2",0,Self-paced on your time,Stanford University,Tim Roughgarden,Intermediate,Computer Science,English,6,  £149.00  ,3
"Algorithms: Design and Analysis, Part 1",20163,Self-paced on your time,Stanford University,Tim Roughgarden,Intermediate,Computer Science,English,6,  £149.00  ,3
Algorithms,61722,Self-paced on your time,IITBombay,Deepak B. Phatak-Nagesh Karmali-Ajit Diwan-Ganesh Ramakrishnan,Intermediate,Computer Science,English,6,  £149.00  ,7
Algorithmic Design and Techniques,40620,Self-paced on your time,"The University of California, San Diego",Pavel Pevzner-Daniel Kane-Alexander S. Kulikov-Michael Levin,Intermediate,Computer Science,English,6,  £99.00  ,9
Algorithm Design and Analysis,39137,Self-paced on your time,University of Pennsylvania,Sampath Kannan,Intermediate,Computer Science,English,4,  £149.00  ,7
Agua en Am√©rica Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,Jorge Ducci-Juan Mauricio Benavides-Mario D√≠az Granados-Luis Alejandro Camacho,Introductory,Environmental Studies,English,10,  £25.00  ,3.5
Agua 2.0: empresas eficientes para el siglo XXI,0,Self-paced on your time,Inter-American Development Bank,Sergio Campos-Corinne Cathala-Federico P√©rez,Introductory,Business & Management,English,8,  £25.00  ,2.5
Agile Software Development,37158,Self-paced on your time,ETH Zurich,Bertrand Meyer,Introductory,Computer Science,English,6,  £50.00  ,2.5
"Agile Process, Project, and Program Controls",16339,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,4,  £199.00  ,2.5
Agile Mindset Introduction,0,Self-paced on your time,Rolls-Royce,James Hallam,Introductory,Data Analysis & Statistics,English,2,  £49.00  ,3
Agile Leadership Principles and Practices,31838,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,4,  £199.00  ,2.5
Agile Innovation and Problem Solving Skills,12667,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,4,  £199.00  ,2.5
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Intermediate,Social Sciences,English,14,  £49.00  ,5
Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,Maggie Myers-Robert van de Geijn,Advanced,Computer Science,English,16,  £49.00  ,10
Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),0,Self-paced on your time,University of Hong Kong,Dr. Ming-Yen Ng-Dr. Varut Vince Vardhanabhuti-Guest speaker: Dr. Suhny Abbara-Guest speaker:  Dr. Ed Nicol,Introductory,Medicine,English,4,  £99.00  ,2.5
Advanced Bioconductor,26063,Self-paced on your time,Harvard University,Rafael Irizarry-Michael Love,Advanced,Data Analysis & Statistics,English,4,  £149.00  ,3
Advanced Algorithmics and Graph Theory with Python,13502,Self-paced on your time,IMT,Vincent Gripon-Patrick Meyer-Nicolas Farrugia-Carlos Eduardo Rosar Kos Lassance,Intermediate,Computer Science,English,6,  £49.00  ,3
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,Juan Carlos Lemus Romero,Introductory,Design,English,5,  £15.00  ,9.5
Administraci√≥n p√∫blica y fiscal: c√≥mo se gestiona un gobierno,49189,Self-paced on your time,Inter-American Development Bank,Pedro Farias-Mariano Lafuente-Miguel Porr√∫a-Carlos Pimenta,Introductory,Economics & Finance,English,10,  £25.00  ,3.5
Activism and Citizen Journalism through Media,7460,Self-paced on your time,Wits University,Paul McNally-Boikaego Seadira-Susan Stos-Zandile Mashaba,Introductory,Communication,English,4,  £49.00  ,2.5
Achieving Product-Market Fit,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",James Green,Introductory,Business & Management,English,4,  £199.00  ,2.5
Accounting for Decision-Making,57710,Self-paced on your time,Indian Institute of Management Bangalore,MS Narasimhan,Intermediate,Business & Management,English,7,  £150.00  ,4
Accounting and Finance,88243,Self-paced on your time,Indian Institute of Management Bangalore,MS Narasimhan,Intermediate,Business & Management,English,11,  £150.00  ,3
Accounting System Structure and Information Management,0,Self-paced on your time,NYIF,Jack Farmer,Introductory,Economics & Finance,English,4,  £50.00  ,1.5
Accounting Essentials,58463,Self-paced on your time,Imperial College Business School-Imperial College London,Jeremy Fernando,Introductory,Business & Management,English,6,  £79.00  ,4
Academic writing for clarity and meaning,16220,Self-paced on your time,Wits University,Peter Alkema-Nomusa Mazonde-Terri Carmichael,Introductory,Education & Teacher Training,English,2,  £49.00  ,2.5
Academic and Business Writing,322701,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Communication,English,6,  £49.00  ,4
AWS: Getting Started with Cloud Security,8192,Self-paced on your time,Amazon Web Services,Rudy Chetty-Hong Pham,Introductory,Computer Science,English,4,  £49.00  ,3
AWS IoT: Developing and Deploying an Internet of Things,8884,Self-paced on your time,Amazon Web Services,Bobbie Atristain-Adam Becker-Neel Mitra-Wes Gruver,Intermediate,Computer Science,English,4,  £99.00  ,3.5
AWS Developer: Deploying on AWS,25244,Self-paced on your time,Amazon Web Services,Seph Robinson-Rafael Lopes-Russell Sayers,Advanced,Computer Science,English,6,  £149.00  ,3.5
AWS Developer: Building on AWS,54249,Self-paced on your time,Amazon Web Services,Russell Sayers-Heiwad Osman,Advanced,Computer Science,English,6,  £149.00  ,3.5
AP¬Æ Physics 1: Challenging Concepts,12145,Self-paced on your time,Davidson Next,Larry Cain-Robert Morse-Peggy Bertrand,Introductory,Physics,English,8,  £49.00  ,3
AP¬Æ Microeconomics,53664,Self-paced on your time,Massachusetts Institute of Technology,Jonathan Gruber,Introductory,Economics & Finance,English,12,  £49.00  ,3.5
AP¬Æ Macroeconomics,29433,Self-paced on your time,Davidson Next,Clark Ross-Sally Meek,Introductory,Economics & Finance,English,18,  £49.00  ,3
AP¬Æ Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,Daniela Bartalesi-Graf,Advanced,Humanities,Italiano,12,  £49.00  ,5.5
AP¬Æ English Literature & Composition ‚Äì Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Humanities,English,7,  £49.00  ,4.5
AP¬Æ English Literature & Composition ‚Äì Part 2: Poems,5719,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Humanities,English,7,  £49.00  ,4.5
AP¬Æ English Literature & Composition ‚Äì Part 1: Stories,15650,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Humanities,English,7,  £49.00  ,4.5
AP¬Æ Calculus BC,8542,Self-paced on your time,Davidson Next,Stephen Davis-Ben Klein-Jane Wortman,Introductory,Math,English,11,  £49.00  ,3
AP Physics 1,43401,Self-paced on your time,Rice University,Matt Wilson-Gigi Nevils-Jason Hafner,Introductory,Physics,English,18,  £49.00  ,3.5
AI for Everyone: Master the Basics,49340,Self-paced on your time,IBM,Rav Ahuja,Introductory,Computer Science,English,4,  £49.00  ,1.5
AI Chatbots without Programming,35440,Self-paced on your time,IBM,Antonio Cangiano,Introductory,Computer Science,English,2,  £99.00  ,3
AI Applications with Watson,9173,Self-paced on your time,IBM,Rav Ahuja,Intermediate,Computer Science,English,3,  £99.00  ,3
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",0,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,7,  £49.00  ,3
"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",6594,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,7,  £49.00  ,3
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton‚Äôs Laws and Hypothesis Testing",6232,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,7,  £49.00  ,3
"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",22366,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,7,  £49.00  ,3
A travel by Spanish America: Spanish for beginners,0,Self-paced on your time,Universidad del Rosario,Diana Alejandra Hincapi√© Moreno-Mar√≠a Liliana Labrador Morales-Diana Roc√≠o Uma√±a Buitrago,Introductory,Language,English,4,  £49.00  ,5
A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Bertram Shi-Shenghui Song,Introductory,Computer Science,English,7,  £60.00  ,5
